track_name	track_artist	track_popularity	track_album_name	track_album_release_date	playlist_name	playlist_id	dancebility	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	subgenre	genre
Fake Love	The FifthGuys	49	Fake Love	2019-10-11	Trap Nation	YYfJpE	0.355	0.631	6	-11.155	1	0.0654	0.0115	NA	0.0944	0.369	179.766	174171	trap	rap
Eternal	Ericovich	40	Eternal	2019-11-08	Trap Nation	YYfJpE	0.465	0.826	0	-5.628	0	0.0846	0.0259	0.000709	0.201	0.338	160.052	188984	trap	rap
The Bottom (feat. Kellin Quinn)	YULTRON	47	The Bottom (feat. Kellin Quinn)	2019-05-24	Trap Nation	YYfJpE	0.562	0.892	6	-3.226	1	0.0497	0.0399	1.06e-05	0.107	0.292	150.049	198400	trap	rap
Stay Up	Gill Chang	43	Stay Up	2019-11-11	Trap Nation	YYfJpE	0.72	0.823	4	-1.253	0	0.0526	0.394	0	0.144	0.184	119.969	203615	trap	rap
Hard	Noah Neiman	48	Hard	2020-01-08	Trap Nation	YYfJpE	0.496	0.797	9	-5.579	1	0.184	0.11	0	0.25	0.384	150.071	170400	trap	rap
Drifting	TWO LANES	47	Drifting	2019-05-31	Trap Nation	YYfJpE	0.592	0.719	7	-5.781	1	0.0757	0.0206	0.616	0.221	0.207	159.876	187000	trap	rap
Arena	Fabian Mazur	62	Arena	2017-09-18	Trap Nation	YYfJpE	0.789	0.83	5	-4.183	0	0.0751	0.00882	0.00248	0.173	0.443	100.039	206400	trap	rap
Labyrinth	Convex	45	Labyrinth	2019-12-20	Trap Nation	YYfJpE	0.467	0.615	4	-5.458	0	0.0363	0.0141	0	0.111	0.158	150.17	206198	trap	rap
Damage	Outr3ach	42	Damage	2019-11-15	Trap Nation	YYfJpE	0.601	0.557	0	-6.409	1	0.0772	0.315	2.33e-06	0.162	0.235	74.986	210000	trap	rap
What You Promised	Fairlane	47	What You Promised	2019-05-23	Trap Nation	YYfJpE	0.367	0.645	11	-6.432	0	0.0408	0.189	0	0.105	0.0742	149.955	262400	trap	rap
Dig	Arrested Youth	55	Sobville (Episode I)	2019-11-01	Trap Nation	YYfJpE	0.595	0.928	0	-4.825	1	0.0821	0.0316	0	0.217	0.72	145.068	174780	trap	rap
Patience	Egzod	44	Patience	2019-08-09	Trap Nation	YYfJpE	0.46	0.903	0	-2.975	0	0.201	0.19	0.000216	0.203	0.557	161.767	171111	trap	rap
The Kid I Used to Know	Arrested Youth	50	Sobville (Episode I)	2019-11-01	Trap Nation	YYfJpE	0.638	0.776	9	-4.61	1	0.083	0.0731	1.9e-06	0.18	0.267	160.1	145801	trap	rap
Guerra y Hambre	Midel	49	Guerra y Hambre	2019-11-26	Trapperz Argentina	n33s0D	0.6	0.799	10	-4.624	0	0.0461	0.282	0	0.0968	0.558	177.079	138462	trap	rap
Orange Cookies	Joven BTZ	49	Orange Cookies	2019-12-13	Trapperz Argentina	n33s0D	0.807	0.69	2	-5.491	1	0.0404	0.251	1.07e-06	0.0954	0.144	129.994	177231	trap	rap
PARA SACARMELO (prod. OMAR VARELA)	Ysy A	61	HECHO A MANO	2019-11-11	Trapperz Argentina	n33s0D	0.838	0.737	0	-3.668	1	0.183	0.135	4.85e-06	0.116	0.689	155.992	156170	trap	rap
Nivel	Lucho SSJ	59	Nivel	2019-10-25	Trapperz Argentina	n33s0D	0.719	0.564	4	-10.595	1	0.106	0.211	0	0.671	0.86	150.078	149187	trap	rap
Trippie Redd	Coqeein Montana	44	Trippie Redd	2019-11-15	Trapperz Argentina	n33s0D	0.839	0.789	9	-4.645	1	0.17	0.157	9.19e-06	0.106	0.629	149.946	259200	trap	rap
$$$ - Remix	Saramalacara	49	$$$ (Remix)	2019-11-08	Trapperz Argentina	n33s0D	0.797	0.518	1	-7.802	0	0.0463	0.398	0.00014	0.0924	0.946	139.969	123519	trap	rap
Me Extrana	Owin	41	Me Extrana	2019-11-15	Trapperz Argentina	n33s0D	0.886	0.803	8	-1.174	1	0.0637	0.0474	NA	0.101	0.527	119.959	160121	trap	rap
Jimmy Fallon	Lucho SSJ	62	Jimmy Fallon	2019-08-29	Trapperz Argentina	n33s0D	0.773	0.86	11	-4.463	0	0.0517	0.0369	6.14e-05	0.117	0.48	101.035	152079	trap	rap
Como Dimelo	Nicki Nicole	44	Recuerdos	2019-11-08	Trapperz Argentina	n33s0D	0.731	0.563	5	-8.372	0	0.0431	0.228	0.000167	0.196	0.506	138.055	2e+05	trap	rap
Super Human	Tobi	43	Super Human	2019-11-13	Trapperz Argentina	n33s0D	0.745	0.612	8	-4.282	0	0.0557	0.51	0.161	0.0939	0.619	170	177890	trap	rap
Crema	Owin	43	Crema	2019-11-01	Trapperz Argentina	n33s0D	0.853	0.86	1	-0.326	1	0.134	0.0287	0	0.0744	0.534	135.95	224812	trap	rap
Pentakill	Neelo	55	Pentakill	2019-09-20	Trapperz Argentina	n33s0D	0.598	0.809	11	-5.635	1	0.194	0.0655	0	0.792	0.593	114.098	230260	trap	rap
Verrako	Coqeein Montana	42	Verrako	2019-09-27	Trapperz Argentina	n33s0D	0.463	0.55	5	-9.747	0	0.541	0.464	8.21e-06	0.0869	0.359	189.779	146526	trap	rap
Rappers	Lil Whigga	40	Rappers	2019-09-13	Trapperz Argentina	n33s0D	0.908	0.555	8	-8.873	0	0.193	0.256	0	0.107	0.349	140.045	197920	trap	rap
Budokai Tenkaichi	Saramalacara	50	Budokai Tenkaichi	2019-06-30	Trapperz Argentina	n33s0D	0.893	0.327	1	-9.289	1	0.117	0.299	0.00017	0.119	0.878	130.037	142163	trap	rap
Buenos Aires (feat. Khea, Bhavi)	Seven Kayne	61	Buenos Aires	2019-03-22	Trapperz Argentina	n33s0D	0.702	0.586	5	-6.689	0	0.0415	0.00476	0.000155	0.0925	0.546	159.975	210035	trap	rap
Fre$h	Lil Whigga	39	Fre$h	2019-04-23	Trapperz Argentina	n33s0D	0.795	0.472	1	-10.277	1	0.172	0.366	0.000469	0.0837	0.268	130.015	163385	trap	rap
TRAP.N.EXPORT (feat. Duki, Ysy A & Neo Pistea)	Modo Diablo	61	TRAP.N.EXPORT (feat. Duki, Ysy A & Neo Pistea)	2019-02-08	Trapperz Argentina	n33s0D	0.82	0.741	2	-9.159	1	0.122	0.0902	0	0.135	0.429	127.967	229415	trap	rap
Puesta Pa Mi	Coqeein Montana	46	Puesta Pa Mi	2019-06-14	Trapperz Argentina	n33s0D	0.731	0.696	8	-6.28	1	0.141	0.63	5.61e-06	0.103	0.482	156.056	109207	trap	rap
Ahora	Zanto	47	Ahora	2019-06-14	Trapperz Argentina	n33s0D	0.675	0.665	8	-7.674	1	0.0343	0.015	0	0.125	0.744	139.939	185170	trap	rap
Glitter	Bhavi	55	Glitter	2019-04-20	Trapperz Argentina	n33s0D	0.833	0.49	2	-6.685	1	0.31	0.115	2.65e-06	0.113	0.376	122.862	133728	trap	rap
Parte de Mi (feat. Lit Killah)	FMK	62	Parte de Mi (feat. Lit Killah)	2019-02-07	Trapperz Argentina	n33s0D	0.615	0.471	8	-7.345	0	0.175	0.0874	0	0.101	0.354	79.983	194092	trap	rap
Empresario	Khea	51	Empresario	2018-11-15	Trapperz Argentina	n33s0D	0.748	0.742	6	-6.516	0	0.0979	0.154	NA	0.196	0.474	81.017	169233	trap	rap
Ice	Ecko	1	Ice	2018-11-09	Trapperz Argentina	n33s0D	0.852	0.768	5	-5.58	0	0.241	0.0268	0	0.0822	0.329	135.034	100356	trap	rap
Tres Rosas	Seven Kayne	0	Tres Rosas	2018-10-17	Trapperz Argentina	n33s0D	0.816	0.518	3	-8.292	0	0.112	0.215	0	0.0707	0.62	142.001	163081	trap	rap
LeBron	Duki	2	LeBron	2019-01-01	Trapperz Argentina	n33s0D	0.703	0.376	6	-17.772	0	0.0752	0.278	0	0.054	0.65	140.015	213618	trap	rap
Tony Love - Remix	Pekeno 77	0	Tony Love (Remix)	2019-02-22	Trapperz Argentina	n33s0D	0.706	0.634	4	-3.458	0	0.0469	0.00211	3.47e-06	0.0908	0.391	150.122	239604	trap	rap
Ella es una G	C.R.O	63	Ella es una G	2018-11-16	Trapperz Argentina	n33s0D	0.776	0.587	8	-7.004	0	0.0604	0.424	1.04e-06	0.201	0.652	140.029	216917	trap	rap
Bufon	Lit Killah	62	Bufon	2018-06-08	Trapperz Argentina	n33s0D	0.851	0.637	5	-5.534	1	0.0977	0.165	0	0.366	0.526	130.071	242500	trap	rap
Recien Me Desperte	Lucho SSJ	2	Recien Me Desperte	2018-11-19	Trapperz Argentina	n33s0D	0.82	0.398	8	-10.151	1	0.446	0.405	0	0.126	0.2	92.04	178000	trap	rap
Tamo Loco	Ysy A	46	Tamo Loco	2018-10-30	Trapperz Argentina	n33s0D	0.619	0.762	1	-5.69	1	0.11	0.471	1.64e-06	0.322	0.351	126.354	216056	trap	rap
Hijo De La Noche	Duki	2	Hijo De La Noche	2018-04-20	Trapperz Argentina	n33s0D	0.7	0.82	4	-4.126	0	0.0351	0.196	0	0.258	0.313	129.973	206885	trap	rap
Hero (feat. David Shane)	QUIX	43	Illusions EP	2018-11-09	Trap Mojito	V9qNCe	0.766	0.839	1	-5.123	1	0.041	0.0049	0.0108	0.114	0.113	124.992	232275	trap	rap
Schism	Take/Five	43	Schism	2019-09-20	Trap Mojito	V9qNCe	0.482	0.869	0	-6.179	0	0.0902	0.344	0.922	0.103	0.111	85.179	153886	trap	rap
Danger Days	Yellow Claw	48	Danger Days	2019-03-08	Trap Mojito	V9qNCe	0.547	0.855	5	-5.937	0	0.0677	0.0125	0.635	0.536	0.352	155.027	178219	trap	rap
GERONIMO (feat. Ace Hood)	BLVK JVCK	49	GERONIMO (feat. Ace Hood)	2019-05-03	Trap Mojito	V9qNCe	0.723	0.912	9	-5.103	1	0.329	0.0358	0.00114	0.218	0.475	145.356	143172	trap	rap
Jundo	Ekali	45	Jundo	2019-04-12	Trap Mojito	V9qNCe	0.566	0.964	11	-4.41	0	0.0793	0.00306	0.837	0.271	0.202	150.003	176000	trap	rap
Invasion	Kaivon	39	Transformation	2019-09-20	Trap Mojito	V9qNCe	0.718	0.779	8	-4.778	0	0.0486	0.00556	0.714	0.147	0.0681	134.973	224000	trap	rap
Flash	MEMBA	46	Flash	2018-08-10	Trap Mojito	V9qNCe	0.572	0.758	2	-6.386	0	0.0789	0.182	NA	0.101	0.7	172.062	161758	trap	rap
ANTHEM	Lukrative, hyperforms, COSMIC, Night Grind, Noax, SYNC, vowl., NOIXES	2	ANTHEM (feat. Lukrative , hyperforms , COSMIC , Night Grind, Noax , SYNC , vowl , NOIXES)	2018-10-30	Trap Mojito	V9qNCe	0.703	0.661	7	-7.359	0	0.0408	0.0112	0.836	0.118	0.11	140.023	360862	trap	rap
Tep Tep	Baauer	50	Tep Tep	2018-12-13	Trap Mojito	V9qNCe	0.506	0.49	8	-8.411	1	0.126	0.198	0.448	0.101	0.12	147.879	194625	trap	rap
Pressure	EBEN	4	Pressure	2019-01-30	Trap Mojito	V9qNCe	0.609	0.866	11	-6.51	0	0.0892	0.0927	0.01	0.179	0.0982	149.937	176804	trap	rap
Back	Rickyxsan	48	Back	2018-08-24	Trap Mojito	V9qNCe	0.633	0.869	5	-5.847	0	0.345	0.00495	0.12	0.29	0.62	74.943	198400	trap	rap
The Groove	Fabian Mazur	56	The Groove	2018-10-08	Trap Mojito	V9qNCe	0.806	0.787	7	-5.07	1	0.413	0.117	0.0949	0.148	0.451	153.965	137143	trap	rap
The Machine	Take/Five	44	The Machine	2019-03-30	Trap Mojito	V9qNCe	0.681	0.7	10	-5.104	0	0.161	0.00696	0.528	0.17	0.217	139.694	116874	trap	rap
Losing Myself	Cesqeaux	43	Losing Myself	2019-04-12	Trap Mojito	V9qNCe	0.474	0.708	1	-4.494	1	0.168	0.0496	4.43e-05	0.0986	0.328	149.857	156800	trap	rap
Siren	The Chainsmokers	63	Sick Boy	2018-12-14	Trap Mojito	V9qNCe	0.588	0.779	4	-4.284	0	0.107	0.351	NA	0.371	0.264	150.015	174307	trap	rap
Losing Time	Drew Wilken	40	Losing Time	2019-09-18	Trap Mojito	V9qNCe	0.59	0.988	9	-2.039	0	0.0834	0.00481	0.605	0.28	0.28	150.963	224503	trap	rap
Earthquake	Marshmello	59	Joytime III	2019-07-03	Trap Mojito	V9qNCe	0.453	0.968	11	-4.734	0	0.104	0.0162	5.94e-05	0.153	0.432	75.102	148000	trap	rap
Diamonds (feat. Micky Blue)	Tiesto	2	Together	2019-04-05	Trap Mojito	V9qNCe	0.561	0.728	6	-5.381	0	0.0408	0.00965	0.00162	0.0917	0.253	150.048	215040	trap	rap
No One	Biometrix	47	No One	2018-12-28	Trap Mojito	V9qNCe	0.565	0.787	10	-8.491	0	0.0424	0.00237	7.18e-06	0.0625	0.334	175.209	192000	trap	rap
SO HIGH	BONNIE X CLYDE	7	SO HIGH	2019-05-31	Trap Mojito	V9qNCe	0.515	0.801	4	-5.99	0	0.0329	0.0153	0.624	0.0876	0.0615	150.135	243200	trap	rap
Get Low	Fabian Mazur	47	Get Low	2019-01-24	Trap Mojito	V9qNCe	0.844	0.752	1	-2.687	0	0.235	0.0157	0.000191	0.339	0.58	97.005	185258	trap	rap
Lowkey (feat. Lil Traffic)	Godlands	39	Lowkey (feat. Lil Traffic)	2019-07-05	Trap Mojito	V9qNCe	0.755	0.871	1	-3.61	1	0.333	0.0617	0	0.17	0.318	139.937	192022	trap	rap
Dubai	SWU	40	Dubai	2019-08-02	Trap Mojito	V9qNCe	0.601	0.825	9	-4.861	0	0.0427	0.0641	7.81e-06	0.0787	0.317	149.97	196800	trap	rap
POWER	Turkum	54	ANTI-SOBER	2019-07-05	Trap Mojito	V9qNCe	0.457	0.987	9	-4.488	1	0.112	0.00614	0.971	0.0617	0.398	137.03	138394	trap	rap
Get Money	Murdbrain	37	Get Money	2019-09-18	Trap Mojito	V9qNCe	0.668	0.943	9	-2.901	1	0.114	0.00961	0.111	0.11	0.255	159.929	174016	trap	rap
Life	Noise Cans	50	Life	2019-06-27	Trap Mojito	V9qNCe	0.664	0.927	8	-3.498	0	0.14	0.0559	2.66e-05	0.103	0.874	160.042	208074	trap	rap
Follow Me	Levianth	46	Follow Me	2019-07-05	Trap Mojito	V9qNCe	0.578	0.882	2	-0.765	0	0.14	0.202	0.718	0.0676	0.178	160.301	124508	trap	rap
Helix	KRMA	38	Helix	2019-09-25	Trap Mojito	V9qNCe	0.659	0.454	9	-7.189	1	0.337	0.022	0.201	0.328	0.196	75.036	179200	trap	rap
Fire	Turkum	41	Fire	2018-09-21	Trap Mojito	V9qNCe	0.569	0.757	10	-7.364	1	0.124	0.0317	0.00163	0.112	0.219	150.134	185600	trap	rap
Exhale	EBEN	47	Exhale	2019-02-28	Trap Mojito	V9qNCe	0.559	0.809	2	-7.527	1	0.0554	0.00185	0.667	0.0585	0.0399	149.977	188033	trap	rap
Everybody	Borgeous	42	Lights Out	2019-08-16	Trap Mojito	V9qNCe	0.639	0.893	1	-4.949	1	0.311	0.0796	0.0303	0.103	0.594	154.971	230710	trap	rap
Tender Lies	Turkum	49	Tender Lies	2018-02-16	Trap Mojito	V9qNCe	0.524	0.626	11	-10.646	1	0.0597	0.000554	0.000124	0.385	0.195	139.973	212571	trap	rap
Flatline	Blueprint	37	Flatline	2019-09-20	Trap Mojito	V9qNCe	0.767	0.566	0	-13.413	1	0.185	0.00942	0.361	0.0753	0.48	160.016	207000	trap	rap
Basquiat	Milano The Don	38	Basquiat	2019-09-20	Trap Mojito	V9qNCe	0.563	0.944	9	-10.136	0	0.143	0.0613	0.928	0.479	0.125	149.964	153617	trap	rap
Ooh	SAYMYNAME	39	Ooh	2019-01-25	Trap Mojito	V9qNCe	0.59	0.965	4	-1.787	1	0.0548	0.0147	0.163	0.12	0.386	148.167	147568	trap	rap
Fright	Dav the Ninja	35	In Peace	2019-01-05	Trap Mojito	V9qNCe	0.707	0.564	9	-10.141	1	0.067	0.0462	0.441	0.137	0.238	80.042	192000	trap	rap
Cobra	Formal One	36	Cobra	2018-12-22	Trap Mojito	V9qNCe	0.549	0.949	2	-4.074	1	0.0595	0.00122	0.00455	0.104	0.169	160.022	255000	trap	rap
Level Up	Fabian Mazur	49	Level Up	2018-09-20	Trap Mojito	V9qNCe	0.646	0.854	1	-2.773	1	0.459	0.0311	0.0032	0.0505	0.577	159.876	171000	trap	rap
Ham Sandwich	Getter	44	Ham Sandwich	2019-02-20	Trap Mojito	V9qNCe	0.609	0.631	9	-6.333	0	0.0309	0.00084	0.88	0.143	0.0688	130.03	225231	trap	rap
Mistakes	Mike Hawkins	41	Mistakes	2019-02-01	Trap Mojito	V9qNCe	0.535	0.794	6	-6.694	0	0.13	0.00261	0.15	0.166	0.48	154.952	174968	trap	rap
Anymore	Brevis	39	Anymore	2019-09-11	Trap Mojito	V9qNCe	0.584	0.71	1	-5.077	1	0.14	0.0174	2.26e-05	0.096	0.289	140.042	163409	trap	rap
Horus	bassReaper	40	Horus	2019-01-06	Trap Mojito	V9qNCe	0.665	0.986	1	-2.252	0	0.289	0.175	0.0731	0.155	0.504	160.01	202500	trap	rap
Insomniac	AJ Salvatore	42	Insomniac	2019-09-20	Trap Mojito	V9qNCe	0.61	0.974	11	-3.274	1	0.355	0.0088	0	0.3	0.479	149.999	152000	trap	rap
Keep Calm	Lucha	37	Keep Calm	2019-02-08	Trap Mojito	V9qNCe	0.62	0.951	1	-4.001	1	0.0877	0.00175	0.0302	0.113	0.495	127.992	144917	trap	rap
Highly	P.A.F.F.	40	Highly	2019-08-08	Trap Mojito	V9qNCe	0.552	0.934	2	-7.292	1	0.0554	0.0179	0.0704	0.221	0.301	139.986	209143	trap	rap
Prodigium	Azide	43	Prodigium	2019-03-01	Trap Mojito	V9qNCe	0.455	0.659	0	-8.906	1	0.453	0.0702	0.39	0.123	0.0511	151.332	183900	trap	rap
Neo Tokyo	Kelypso	37	Neo Tokyo	2019-09-17	Trap Mojito	V9qNCe	0.707	0.786	0	-6.467	1	0.053	0.0271	0.861	0.0929	0.251	150.007	217742	trap	rap
Oh My God	2nd Life	3	Oh My God	2019-06-28	Trap Mojito	V9qNCe	0.485	0.968	2	-7.308	0	0.209	0.000699	0.0466	0.216	0.0682	150.325	141351	trap	rap
Warrior	Hopex	52	Warrior	2018-11-22	Trap Mojito	V9qNCe	0.409	0.931	7	-5.679	0	0.0454	0.000104	0.695	0.185	0.0531	139.93	171518	trap	rap
Major	Dabow	36	Major	2019-01-21	Trap Mojito	V9qNCe	0.602	0.947	9	-4.535	1	0.143	0.0105	0.881	0.35	0.359	148.907	233565	trap	rap
Shenai	Lucha	35	Shenai	2019-02-02	Trap Mojito	V9qNCe	0.49	0.939	6	-6.004	0	0.0419	0.00123	0.0501	0.179	0.533	159.983	145554	trap	rap
Creed	Turkum	49	Creed	2016-12-24	Trap Mojito	V9qNCe	0.466	0.864	10	-5.327	0	0.0512	0.000183	0	0.0998	0.115	145.116	166552	trap	rap
Love Me Less (feat. Quinn XCII) - Ookay Remix	MAX	46	Love Me Less (feat. Quinn XCII) [Ookay Remix]	2019-06-07	Trap Mojito	V9qNCe	0.717	0.876	11	-6.463	0	0.132	0.00253	0.00015	0.439	0.669	144.919	256427	trap	rap
Lacrimosa	Apashe	55	Requiem	2018-02-23	Trap Mojito	V9qNCe	0.604	0.789	5	-2.437	0	0.137	0.0104	0.292	0.338	0.563	135.02	217333	trap	rap
Nothing Less	Knapsack	43	futura	2018-09-15	Trap Mojito	V9qNCe	0.579	0.754	7	-3.932	1	0.432	0.121	NA	0.309	0.448	147.724	206087	trap	rap
Swings	Lit Lords	0	Swings	2017-06-15	Trap Mojito	V9qNCe	0.503	0.852	0	-5.249	1	0.129	0.0876	0.78	0.119	0.0884	144.963	205241	trap	rap
AVA	Jinco	35	Ava	2019-02-27	Trap Mojito	V9qNCe	0.664	0.968	0	-1.344	1	0.0838	0.0367	0.182	0.386	0.233	149.969	169600	trap	rap
Show You	Noah Neiman	35	Show You	2019-02-15	Trap Mojito	V9qNCe	0.716	0.949	4	-3.592	0	0.0762	0.00389	NA	0.373	0.71	110.013	182182	trap	rap
Tear	EBEN	37	Tear	2018-12-26	Trap Mojito	V9qNCe	0.724	0.973	7	-6.539	1	0.149	0.00272	0.499	0.339	0.24	149.926	186833	trap	rap
Pop Dat	4B	56	Pop Dat	2015-11-11	Trap Mojito	V9qNCe	0.63	0.851	1	-4.61	1	0.319	0.00441	0.0218	0.0939	0.573	150.054	224052	trap	rap
Guava	Flosstradamus	22	Guava	2018-07-13	Trap Mojito	V9qNCe	0.681	0.938	1	-1.458	1	0.199	0.0268	0.0983	0.0623	0.625	155.025	177290	trap	rap
The Cat	Eprom	42	The Cat	2019-02-27	Trap Mojito	V9qNCe	0.635	0.192	5	-9.936	0	0.211	0.384	NA	0.377	0.0376	130.038	150600	trap	rap
Came Up	Flosstradamus	61	Came Up	2016-07-29	Trap Mojito	V9qNCe	0.613	0.879	6	-4.649	1	0.0729	0.00908	1.66e-06	0.108	0.497	76.966	214929	trap	rap
Bring That Back	Kennedy Jones	35	Bring That Back	2019-01-04	Trap Mojito	V9qNCe	0.715	0.932	1	-7.002	0	0.092	0.0169	0.49	0.0798	0.671	150.029	217600	trap	rap
Flashbacks	Marshmello	52	Joytime II	2018-06-22	Trap Mojito	V9qNCe	0.58	0.901	0	-0.958	1	0.0326	0.0052	0.698	0.111	0.427	142.031	165634	trap	rap
Patek	MC Igu	54	Aurelio³	2020-01-10	Trap Ouro	Lk0MbO	0.879	0.523	2	-12.8	0	0.127	0.422	0.00285	0.115	0.438	114.987	183719	trap	rap
Tudo por Nos	Knust	33	Tudo por Nos	2020-01-17	Trap Ouro	Lk0MbO	0.637	0.63	8	-5.638	0	0.0912	0.496	0	0.109	0.577	106.065	154827	trap	rap
HIGH.	Menestrel	45	HIGH.	2019-12-20	Trap Ouro	Lk0MbO	0.937	0.495	8	-10.954	0	0.142	0.189	0	0.0895	0.55	104.009	203077	trap	rap
Blow Job	UCLA	50	Blow Job	2019-12-26	Trap Ouro	Lk0MbO	0.93	0.638	1	-5.775	1	0.0821	0.0299	0	0.0942	0.434	120.055	236008	trap	rap
Um Drink no Inferno	Xama	56	Um Drink no Inferno	2019-11-28	Trap Ouro	Lk0MbO	0.775	0.436	0	-9.611	0	0.297	0.355	6.92e-06	0.277	0.303	127.993	168750	trap	rap
Disfarce	Thiago	55	Disfarce	2020-01-05	Trap Ouro	Lk0MbO	0.785	0.553	8	-8.208	1	0.0482	0.282	0	0.11	0.181	119.936	176000	trap	rap
Dados	Dudu	49	Dados	2019-12-03	Trap Ouro	Lk0MbO	0.749	0.655	3	-7.389	0	0.202	0.293	0	0.0736	0.349	125.029	165120	trap	rap
Equilibrio	Krawk	57	Equilibrio	2019-12-20	Trap Ouro	Lk0MbO	0.788	0.447	1	-10.443	0	0.329	0.635	0	0.105	0.69	74.981	235200	trap	rap
Nemo	Pineapple StormTv	63	Nemo	2019-12-07	Trap Ouro	Lk0MbO	0.761	0.637	8	-7.04	0	0.0533	0.327	0	0.0812	0.256	109.964	216000	trap	rap
Segundo Andar	Kiaz	50	Segundo Andar	2019-11-01	Trap Ouro	Lk0MbO	0.81	0.336	9	-14.252	0	0.189	0.203	0	0.0746	0.409	130.028	234462	trap	rap
Mascaras	Choice	41	Mascaras	2019-12-06	Trap Ouro	Lk0MbO	0.647	0.795	11	-5.28	0	0.0701	0.34	NA	0.384	0.51	154.939	151742	trap	rap
Modo Aviao	MC Hariel	56	Modo Aviao	2019-08-23	Trap Ouro	Lk0MbO	0.745	0.428	9	-10.151	0	0.0473	0.387	5.67e-05	0.148	0.444	146.056	200548	trap	rap
Jovem Estrela	Knust	45	Jovem Estrela	2019-11-29	Trap Ouro	Lk0MbO	0.749	0.85	5	-5.026	0	0.397	0.202	NA	0.0421	0.331	139.986	218972	trap	rap
Outlet	Menestrel	43	Outlet	2019-11-08	Trap Ouro	Lk0MbO	0.866	0.555	1	-7.292	0	0.0743	0.187	0	0.0566	0.455	120.005	156047	trap	rap
X.T	Dalsin	51	X.T	2019-11-29	Trap Ouro	Lk0MbO	0.809	0.584	9	-5.325	0	0.424	0.619	0.00339	0.112	0.595	142.24	190986	trap	rap
Relaxa	Altamira	50	Relaxa	2019-10-24	Trap Ouro	Lk0MbO	0.899	0.47	10	-11.451	0	0.0903	0.0452	NA	0.0412	0.646	96.023	160000	trap	rap
$ENHOR	FBC	55	PADRIM	2019-11-15	Trap Ouro	Lk0MbO	0.773	0.677	8	-4.734	1	0.346	0.421	0	0.0893	0.335	154.928	254351	trap	rap
Varios Flash	mayklove	48	Varios Flash	2019-09-26	Trap Ouro	Lk0MbO	0.826	0.526	3	-5.841	0	0.0928	0.377	0	0.136	0.413	116.03	171725	trap	rap
Do Nada	Derek	55	Do Nada	2019-08-23	Trap Ouro	Lk0MbO	0.887	0.828	2	-6.179	1	0.114	0.533	0.113	0.153	0.524	125.998	131667	trap	rap
Fe Pros Real	Kalli	48	Fe Pros Real	2019-09-19	Trap Ouro	Lk0MbO	0.734	0.708	7	-7.417	1	0.0589	0.246	0	0.166	0.278	110.035	133091	trap	rap
Meu Drip	Lucas Muto	46	Meu Drip	2019-09-02	Trap Ouro	Lk0MbO	0.933	0.331	10	-11.167	0	0.244	0.168	0	0.0959	0.555	124.002	149965	trap	rap
Shopping	Meno Tody	58	Shopping	2019-10-23	Trap Ouro	Lk0MbO	0.508	0.717	11	-6.882	0	0.186	0.0268	0	0.175	0.209	96.591	198621	trap	rap
Funcao	L7NNON	53	Funcao	2019-10-31	Trap Ouro	Lk0MbO	0.857	0.495	10	-9.55	1	0.264	0.0167	0.000164	0.0986	0.267	128.898	197209	trap	rap
Nao Demora	Mati	44	Nao Demora	2019-10-16	Trap Ouro	Lk0MbO	0.687	0.545	0	-6.526	0	0.0466	0.637	0	0.156	0.351	82.628	166634	trap	rap
Ai Droga	Pineapple StormTv	54	Ai Droga	2019-09-16	Trap Ouro	Lk0MbO	0.756	0.597	1	-8.332	1	0.0496	0.0176	0	0.186	0.547	136.016	190588	trap	rap
Preto Todo de Ouro	Dfideliz	54	Preto Todo de Ouro	2019-06-14	Trap Ouro	Lk0MbO	0.931	0.443	7	-13.063	1	0.257	0.409	NA	0.0873	0.644	120.01	176000	trap	rap
Deja Vu	Dolla	51	Deja Vu	2019-09-06	Trap Ouro	Lk0MbO	0.739	0.354	1	-13.433	1	0.141	0.484	4.25e-05	0.118	0.576	98.958	213333	trap	rap
Lua	Mc Pedrinho	40	Lua	2019-08-13	Trap Ouro	Lk0MbO	0.865	0.638	9	-7.377	0	0.0912	0.106	0.00055	0.112	0.321	135.996	239909	trap	rap
Long Spoon	Entre Linhas	38	Long Spoon	2019-08-23	Trap Ouro	Lk0MbO	0.573	0.372	6	-11.632	0	0.402	0.568	0.00545	0.0884	0.436	144.674	202411	trap	rap
Sucrilhos	WIU	50	Sucrilhos	2019-07-26	Trap Ouro	Lk0MbO	0.784	0.739	10	-5.434	0	0.0523	0.492	0	0.153	0.411	130.039	219692	trap	rap
Porsche	Sidoka	65	Porsche	2019-05-01	Trap Ouro	Lk0MbO	0.905	0.616	6	-7.842	0	0.0657	0.0534	0.000185	0.13	0.414	134.077	206429	trap	rap
Hoje Tem	WC no Beat	60	Hoje Tem	2019-08-09	Trap Funk	tVMdrW	0.758	0.654	10	-6.965	0	0.0758	0.268	0	0.162	0.587	134.998	181461	trap	rap
Nao Da Mais	Mc Don Juan	67	Nao Da Mais	2019-12-07	Trap Funk	tVMdrW	0.48	0.511	4	-7.709	0	0.199	0.316	0	0.215	0.346	149.587	142776	trap	rap
